TARGET, MODEL, PRED_DOCKQ, TRUE_DOCKQ
7OZN,custom_template_file_0,0.048706435,0.410
7OZN,custom_template_file_1,0.047740843,0.020
7OZN,custom_template_file_2,0.17938936,0.014
7OZN,custom_template_file_3,0.09282309,0.055
7OZN,custom_template_file_4,0.0028962425,0.016
7OZN,custom_template_with_alphafold_models_0,0.08952941,0.482
7OZN,custom_template_with_alphafold_models_1,0.077893876,0.011
7OZN,custom_template_with_alphafold_models_2,0.6437179,0.010
7OZN,custom_template_with_alphafold_models_3,0.28316784,0.011
7OZN,custom_template_with_alphafold_models_4,0.100528665,0.032
7OZN,default_0,0.06774456,0.007
7OZN,default_1,0.074069865,0.007
7OZN,default_2,0.067799546,0.009
7OZN,default_3,0.12665643,0.012
7OZN,default_4,0.06179998,0.015
7OZN,no_templates_0,0.8778161,0.011
7OZN,no_templates_1,0.08022082,0.278
7OZN,no_templates_2,0.057576876,0.037
7OZN,no_templates_3,0.0665271,0.023
7OZN,no_templates_4,0.12435582,0.086
7OZN,ori_temp_pipeline_with_alphafold_models_0,0.12748908,0.477
7OZN,ori_temp_pipeline_with_alphafold_models_1,0.2694582,0.011
7OZN,ori_temp_pipeline_with_alphafold_models_2,0.51933944,0.010
7OZN,ori_temp_pipeline_with_alphafold_models_3,0.105289906,0.033
7OZN,ori_temp_pipeline_with_alphafold_models_4,0.26263064,0.011
7OZN,ori_template_pipeline_0,0.076554865,0.302
7OZN,ori_template_pipeline_1,0.003247513,0.019
7OZN,ori_template_pipeline_2,0.019966781,0.010
7OZN,ori_template_pipeline_3,0.05461742,0.016
7OZN,ori_template_pipeline_4,0.17716616,0.031
7OZN,pdb_interact_uniprot_sto_0,0.83294123,0.089
7OZN,pdb_interact_uniprot_sto_1,0.83371073,0.092
7OZN,pdb_interact_uniprot_sto_2,0.12591593,0.012
7OZN,pdb_interact_uniprot_sto_3,0.16115005,0.054
7OZN,pdb_interact_uniprot_sto_4,0.028606217,0.022
7OZN,pdb_interact_uniref_sto_0,0.025095463,0.266
7OZN,pdb_interact_uniref_sto_1,0.005388704,0.019
7OZN,pdb_interact_uniref_sto_2,0.09927845,0.016
7OZN,pdb_interact_uniref_sto_3,0.06941205,0.011
7OZN,pdb_interact_uniref_sto_4,0.06509582,0.011
7OZN,sequence_based_template_0,0.040462717,0.500
7OZN,sequence_based_template_1,0.103052564,0.008
7OZN,sequence_based_template_2,0.26385272,0.014
7OZN,sequence_based_template_3,0.1490256,0.012
7OZN,sequence_based_template_4,0.16593416,0.220
7OZN,sequence_based_template_with_alphafold_0,0.07890112,0.501
7OZN,sequence_based_template_with_alphafold_1,0.12448533,0.011
7OZN,sequence_based_template_with_alphafold_2,0.6274293,0.010
7OZN,sequence_based_template_with_alphafold_3,0.09373865,0.011
7OZN,sequence_based_template_with_alphafold_4,0.11888645,0.031
7OZN,species_interact_uniprot_sto_0,0.09718961,0.270
7OZN,species_interact_uniprot_sto_1,0.0920828,0.023
7OZN,species_interact_uniprot_sto_2,0.052235097,0.013
7OZN,species_interact_uniprot_sto_3,0.011094629,0.011
7OZN,species_interact_uniprot_sto_4,0.08608875,0.015
7OZN,species_interact_uniref_a3m_0,0.7948341,0.012
7OZN,species_interact_uniref_a3m_1,0.6720221,0.011
7OZN,species_interact_uniref_a3m_2,0.21615782,0.011
7OZN,species_interact_uniref_a3m_3,0.48088312,0.011
7OZN,species_interact_uniref_a3m_4,0.61168426,0.010
7OZN,species_interact_uniref_sto_0,0.018853057,0.276
7OZN,species_interact_uniref_sto_1,0.72305155,0.008
7OZN,species_interact_uniref_sto_2,0.02464837,0.017
7OZN,species_interact_uniref_sto_3,0.111302644,0.039
7OZN,species_interact_uniref_sto_4,0.000107374646,0.021
7OZN,string_interact_uniprot_sto_0,0.184701,0.308
7OZN,string_interact_uniprot_sto_1,0.08975322,0.027
7OZN,string_interact_uniprot_sto_2,0.048631836,0.022
7OZN,string_interact_uniprot_sto_3,0.10162259,0.023
7OZN,string_interact_uniprot_sto_4,0.09202647,0.097
7OZN,string_interact_uniref_a3m_0,0.18911162,0.010
7OZN,string_interact_uniref_a3m_1,0.03006084,0.011
7OZN,string_interact_uniref_a3m_2,0.6806245,0.010
7OZN,string_interact_uniref_a3m_3,0.25867674,0.011
7OZN,string_interact_uniref_a3m_4,0.17431556,0.011
7OZN,string_interact_uniref_sto_0,0.07406951,0.009
7OZN,string_interact_uniref_sto_1,4.5387045e-05,0.016
7OZN,string_interact_uniref_sto_2,0.055967312,0.015
7OZN,string_interact_uniref_sto_3,0.026398562,0.022
7OZN,string_interact_uniref_sto_4,0.052604374,0.016
7OZN,structure_temp_dimer_0,0.02737771,0.376
7OZN,structure_temp_dimer_1,0.10563816,0.009
7OZN,structure_temp_dimer_2,0.048625115,0.021
7OZN,structure_temp_dimer_3,0.060408957,0.010
7OZN,structure_temp_dimer_4,0.1932821,0.014
7OZN,structure_temp_dimer_a_0,0.084402025,0.474
7OZN,structure_temp_dimer_a_1,0.15049022,0.011
7OZN,structure_temp_dimer_a_2,0.259592,0.010
7OZN,structure_temp_dimer_a_3,0.089846045,0.044
7OZN,structure_temp_dimer_a_4,0.6409521,0.011
7OZN,uniclust_oxmatch_a3m_0,0.6058202,0.011
7OZN,uniclust_oxmatch_a3m_1,0.63052005,0.010
7OZN,uniclust_oxmatch_a3m_2,0.77052975,0.011
7OZN,uniclust_oxmatch_a3m_3,0.08526265,0.010
7OZN,uniclust_oxmatch_a3m_4,0.7581082,0.010
7OZN,uniprot_distance_uniprot_sto_0,0.0050626975,0.020
7OZN,uniprot_distance_uniprot_sto_1,0.0033502372,0.017
7OZN,uniprot_distance_uniprot_sto_2,0.058402862,0.035
7OZN,uniprot_distance_uniprot_sto_3,0.030696353,0.063
7OZN,uniprot_distance_uniprot_sto_4,0.082813986,0.022
7OZN,uniprot_distance_uniref_a3m_0,0.24477306,0.010
7OZN,uniprot_distance_uniref_a3m_1,0.4635261,0.010
7OZN,uniprot_distance_uniref_a3m_2,0.15615098,0.010
7OZN,uniprot_distance_uniref_a3m_3,0.22456235,0.010
7OZN,uniprot_distance_uniref_a3m_4,0.30519864,0.011
7OZN,uniprot_distance_uniref_sto_0,0.06114314,0.274
7OZN,uniprot_distance_uniref_sto_1,0.034252517,0.012
7OZN,uniprot_distance_uniref_sto_2,0.008563083,0.022
7OZN,uniprot_distance_uniref_sto_3,0.0057067242,0.016
7OZN,uniprot_distance_uniref_sto_4,0.1855629,0.012
